symbol,date,open,high,low,close,volume,gain_percent,days_up,prior_gain
TOP,2023-06-29,5.76,8.89,5.76,7.76,168894,34.72222222222223,1,-13.122171945701355
ALLR,2023-07-05,6.1,13.4,6.1,8.33,54133,36.55737704918034,1,3463.0841121495328
BBIG,2023-07-07,1.19,2.1,1.19,1.89,73469,58.823529411764696,1,-5.179282868525892
AURE,2023-07-07,11.34,21.895,7.56,19.11,153451,68.5185185185185,2,113.96226415094341
GRRR,2023-07-07,3.53,5.79,3.38,4.73,709535,33.99433427762042,1,73.89162561576354
AURE,2023-07-10,16.23,30.9,13.15,25.11,151195,54.71349353049906,3,206.22641509433964
NKLA,2023-07-13,1.39,2.25,1.38,2.23,1892832,60.431654676258994,1,6.923076923076921
PSQH,2023-07-19,9.45,16.26,9.18,13.88,95023,46.878306878306894,1,-7.1709233791748535
CLBR,2023-07-19,9.45,16.26,9.18,13.88,95023,46.878306878306894,1,-7.1709233791748535
GFAI,2023-07-20,4.14,8.05,4.14,6.43,276742,55.31400966183575,1,-8.203991130820398
PSQH,2023-07-20,19.02,34.18,17.8,29.75,110397,56.414300736067304,2,86.83693516699411
BBIG,2023-07-24,3.24,5.83,3.24,5.17,315156,59.5679012345679,2,29.600000000000005
BETR,2023-07-25,18.01,37.83,16.06,37.83,56567,110.04997223764575,1,74.34656340755083
URGN,2023-07-28,16.535,23.69,16.33,22.445,246509,35.74236468097973,3,77.98708288482241
MSGM,2023-08-01,3.81,8.57,3.73,6.9,79406,81.10236220472441,1,13.731343283582099
BNTC,2023-08-09,1.96,4.78,1.96,3.23,80449,64.79591836734696,1,-26.591760299625467
IFRX,2023-08-10,2.82,4.13,2.8,3.98,66387,41.13475177304966,1,-31.386861313868618
TSHA,2023-08-14,1.52,2.21,1.35,2.19,1507433,44.07894736842104,2,107.87746170678338
NWTG,2023-08-15,4.5,26.34,4.5,26.34,50286,485.33333333333337,1,0.0
BDRX,2023-08-31,5.06,9.5,5.06,7.99,124186,57.90513833992097,1,4.979253112033177
TONX,2023-09-05,1.17,3.28,1.1,3.19,757021,172.64957264957266,1,52.542372881355924
AXG,2023-09-07,4.59,12.73,4.59,6.15,72815,33.98692810457518,1,0.0
CGC,2023-09-11,1.03,1.79,1.025,1.69,1596579,64.07766990291262,5,87.20465285350781
NKLA,2023-09-14,0.8773,1.19,0.8553,1.15,2525236,31.084007751054376,1,-14.825242718446606
RNAZ,2023-09-25,1.32,3.195,1.3,2.47,985643,87.12121212121214,3,125.6796033510002
BRNS,2023-09-25,1.87,4.35,1.87,3.25,134627,73.79679144385025,1,9.35672514619883
FEMY,2023-09-29,1.885,3.59,1.885,3.0,936944,59.151193633952246,2,515.2088772845952
MAXN,2023-10-10,7.35,10.0,7.35,9.89,106495,34.55782312925171,1,-29.326923076923084
TPST,2023-10-11,2.13,9.27,1.83,9.27,2121327,335.2112676056338,1,612.3745819397993
PHIO,2023-10-11,1.59,3.17,1.58,2.55,169432,60.377358490566024,1,7.7966101694915135
MNTS,2023-10-12,1.86,4.28,1.86,2.75,156181,47.8494623655914,1,61.03896103896105
TPST,2023-10-16,4.05,7.43,3.88,6.76,616348,66.91358024691358,1,1671.6535433070867
OMER,2023-10-16,1.08,1.695,0.9201,1.535,145036,42.129629629629605,1,-61.565836298932375
MTC,2023-10-16,0.599,1.34,0.599,1.05,108445,75.29215358931553,1,19.799999999999997
MNTS,2023-10-16,3.67,5.48,3.36,4.82,328906,31.335149863760225,3,126.54320987654319
NKTX,2023-10-17,1.48,3.935,1.45,3.16,805583,113.51351351351352,1,-5.732484076433131
MTC,2023-10-19,1.58,2.35,1.55,2.1,61199,32.91139240506329,4,206.79611650485435
CVM,2023-10-23,1.115,2.29,1.11,1.5,272622,34.52914798206279,1,-4.700854700854695
SBGI,2023-11-02,10.895,14.45,10.895,14.28,136111,31.06929784304726,1,8.570004982561041
CDIO,2023-11-07,0.72,1.735,0.6514,1.36,747956,88.8888888888889,4,139.6804260985353
TNON,2023-11-08,2.58,4.67,2.36,3.68,75117,42.635658914728694,3,2993.525179856115
SKIN,2023-11-15,1.45,1.985,1.42,1.89,888980,30.34482758620689,1,-64.10891089108911
BNKK,2023-11-20,3.27,4.72,3.21,4.29,210187,31.192660550458704,3,62.68656716417913
CDIO,2023-11-20,1.46,2.4,1.265,2.21,609350,51.369863013698634,1,26.406926406926413
ANGH,2023-11-21,2.15,3.42,2.1,3.16,247850,46.97674418604652,3,123.95833333333334
EZRA,2023-11-22,0.8701,1.415,0.8701,1.29,64781,48.25882082519251,1,-18.682242990654206
CAPT,2023-11-27,3.04,4.74,2.75,4.17,90627,37.17105263157894,4,132.95019157088123
RDHL,2023-11-27,0.7011,1.14,0.6712,1.02,429869,45.48566538296963,1,100.31428571428572
RDHL,2023-11-28,1.17,2.78,1.17,2.23,896867,90.5982905982906,2,225.90529247910865
VVOS,2023-11-29,11.99,48.79,9.89,40.94,335763,241.4512093411176,1,156.1965811965812
SNGX,2023-11-30,0.5515,1.985,0.5429,1.01,394633,83.13689936536719,1,41.410256410256395
ANY,2023-12-05,1.145,1.76,1.11,1.72,61231,50.21834061135371,3,55.17007724623932
MLGO,2023-12-06,4.05,10.68,3.79,9.49,662947,134.320987654321,1,32.35294117647059
CHSN,2023-12-07,6.16,9.79,5.14,8.01,61308,30.032467532467532,5,233.87533875338752
SLDB,2023-12-07,4.08,6.39,3.92,5.89,93673,44.36274509803921,1,46.23655913978495
JTAI,2023-12-11,1.87,3.78,1.84,3.065,161315,63.90374331550801,1,24.666666666666682
CCCC,2023-12-13,3.18,6.03,3.16,5.53,1222730,73.89937106918238,2,163.90041493775934
STTK,2023-12-14,4.58,7.42,4.4,6.87,248775,50.0,3,98.26839826839826
VRCA,2023-12-15,4.25,6.9,4.05,6.095,404094,43.41176470588235,1,10.966057441253252
IVVD,2023-12-18,2.23,4.71,2.155,3.58,769206,60.53811659192825,1,33.933933933933936
SGHT,2023-12-26,4.07,5.61,4.07,5.33,62668,30.95823095823096,2,24.274809160305356
MIGI,2023-12-27,2.98,4.34,2.86,4.26,74310,42.95302013422819,3,106.94444444444446
SNTG,2023-12-29,2.2,8.19,2.2,4.88,184129,121.81818181818178,1,31.7365269461078
ACET,2024-01-09,2.505,3.76,2.505,3.46,117630,38.12375249500999,4,24.00990099009901
ROMA,2024-01-10,2.46,5.47,2.375,3.93,57941,59.75609756097562,1,-51.0934393638171
MYSE,2024-01-16,2.32,4.04,2.32,3.11,54798,34.051724137931025,1,-9.551656920077978
RVSN,2024-01-23,3.12,9.07,3.06,6.65,410298,113.14102564102564,2,87.95180722891567
RVSN,2024-01-25,5.45,9.87,5.45,7.56,136966,38.71559633027522,1,240.625
PCSA,2024-01-25,3.65,5.86,3.65,5.03,351033,37.80821917808219,1,1705.1434223541048
CRBP,2024-01-26,16.78,38.67,16.51,30.01,455141,78.84386174016686,1,137.00564971751413
KYNB,2024-01-29,0.8951,1.8,0.8919,1.7,445897,89.92291364093397,1,1.6235240690281483
ONMD,2024-01-30,1.04,2.08,0.9851,1.52,66517,46.153846153846146,3,108.41683366733466
MNTS,2024-01-31,0.76,1.24,0.76,1.015,139090,33.55263157894734,1,5.555555555555558
KYNB,2024-02-01,1.79,2.405,1.73,2.355,398022,31.56424581005586,2,61.261261261261254
MTVA,2024-02-01,4.115,5.95,4.02,5.38,129398,30.74119076549209,2,34.477124183006545
INBS,2024-02-02,4.14,6.87,3.96,5.9,264238,42.512077294686,1,1869.5528068506183
ATRA,2024-02-02,0.7915,1.57,0.7897,1.2,784812,51.610865445356914,5,31.28213634101842
GRRR,2024-02-05,0.6268,1.26,0.6268,1.08,377576,72.30376515634971,2,24.069675376088682
HOLO,2024-02-07,3.745,18.64,3.34,18.64,1301435,397.7303070761015,1,1735.7843137254904
MGIH,2024-02-12,1.8,9.57,1.66,3.12,322154,73.33333333333334,1,76.47058823529412
BMR,2024-02-12,6.08,34.94,6.07,9.995,1151695,64.39144736842104,2,280.0
BGLC,2024-02-13,1.06,3.38,0.9692,1.55,425103,46.22641509433962,1,130.93681917211327
JMIA,2024-02-15,3.47,4.64,3.37,4.525,217941,30.403458213256496,1,9.636650868878371
CPOP,2024-02-20,2.885,9.07,2.75,7.225,183031,150.43327556325826,1,174.76190476190473
EBS,2024-02-21,1.68,3.22,1.68,2.7,819204,60.71428571428572,1,5.3291536050156685
MATV,2024-02-22,12.5,16.92,12.5,16.77,71213,34.15999999999999,1,3.0502885408079106
MNPR,2024-02-22,0.765,1.36,0.7402,1.12,271011,46.40522875816995,2,125.0
OPTU,2024-02-26,1.78,2.99,1.78,2.49,1073333,39.88764044943822,1,-11.442786069651733
SOUN,2024-02-26,3.925,5.94,3.84,5.76,1627989,46.75159235668791,1,2.7486910994764413
PDYN,2024-02-26,0.71,1.18,0.6892,1.055,77377,48.59154929577465,3,26.785714285714256
PDYN,2024-02-27,1.11,1.8,0.9622,1.72,60437,54.95495495495495,4,99.28186714542191
JANX,2024-02-27,35.5,51.89,34.5,49.8,426593,40.28169014084506,1,254.99999999999997
SIDU,2024-02-29,6.88,10.09,6.35,9.02,184560,31.104651162790688,5,69.87654320987656
MTC,2024-03-01,1.695,3.82,1.475,2.55,383108,50.44247787610618,1,66.1764705882353
CRDF,2024-03-01,2.0,3.07,2.0,2.93,192690,46.50000000000001,1,19.047619047619047
AISP,2024-03-05,3.28,5.93,2.65,4.91,806644,49.69512195121952,2,106.28930817610063
FENG,2024-03-05,1.34,2.13,1.34,2.0,50790,49.25373134328357,1,-14.649681528662416
JL,2024-03-05,1.96,2.92,1.92,2.685,73285,36.98979591836735,1,-89.01653124124405
RVSN,2024-03-06,2.26,4.79,2.26,3.13,275712,38.495575221238944,1,-22.469982847341342
APM,2024-03-06,3.19,17.48,2.65,9.37,313420,193.73040752351093,1,86.54970760233918
IMRN,2024-03-07,3.35,5.865,2.85,4.5,178139,34.32835820895521,1,90.34090909090911
STI,2024-03-11,0.93,3.07,0.93,1.72,889418,84.94623655913978,3,75.8698940998487
LSF,2024-03-13,1.31,2.1,1.16,1.95,76879,48.854961832061065,3,63.58641358641359
STI,2024-03-14,0.88,2.02,0.88,1.3,150475,47.72727272727273,1,19.69532100108815
PBM,2024-03-14,1.02,1.87,1.02,1.57,85634,53.92156862745099,1,-22.137404580152676
VERI,2024-03-15,2.76,3.895,2.76,3.895,59628,41.123188405797116,3,23.76681614349776
IDN,2024-03-22,2.09,3.16,2.09,3.1,102366,48.32535885167466,1,14.835164835164827
CGC,2024-03-22,4.77,7.99,4.77,7.7,361276,61.425576519916156,1,54.36893203883495
MNY,2024-03-25,1.435,2.35,1.435,2.21,61482,54.00696864111498,1,2.5000000000000133
CXAI,2024-04-01,3.795,7.06,3.54,6.17,981841,62.582345191040844,1,59.11949685534592
NXL,2024-04-02,1.83,3.36,1.83,2.89,72526,57.92349726775956,5,266.73346693386776
CADL,2024-04-04,2.04,7.62,2.04,6.32,657950,209.80392156862746,2,36.91275167785235
MDIA,2024-04-05,2.4,6.84,2.38,3.83,553923,59.58333333333334,1,359.7701149425287
XXII,2024-04-05,1.66,4.27,1.65,3.54,140865,113.2530120481928,1,1269.6369636963695
WAVE,2024-04-10,2.99,4.87,2.99,3.91,51692,30.76923076923077,1,169.36936936936937
RENT,2024-04-11,10.59,23.72,10.39,19.31,188020,82.34183191690272,2,101.90657769304097
INDO,2024-04-12,3.01,5.89,3.01,4.95,276154,64.45182724252494,1,0.6688963210702115
LGVN,2024-04-15,2.26,3.39,2.17,2.94,328214,30.08849557522124,1,7.619047619047614
DVLT,2024-04-16,2.68,8.44,2.435,6.06,835586,126.1194029850746,1,12601.421800947868
SXTC,2024-04-16,1.17,3.27,1.17,1.68,180451,43.58974358974359,1,-33.52272727272728
XPON,2024-04-18,2.26,3.49,2.175,3.09,57044,36.72566371681416,1,8.133971291866015
VERU,2024-04-18,1.09,1.425,1.0,1.42,205636,30.27522935779814,1,-39.10614525139664
NIVF,2024-04-23,1.42,2.94,1.4,2.22,176543,56.338028169014095,2,86.3517060367454
MULN,2024-04-29,3.99,6.08,3.66,5.71,254804,43.10776942355889,1,57.396449704142015
TLRY,2024-04-30,1.77,2.51,1.75,2.475,1684466,39.83050847457628,1,-3.8043478260869623
CGC,2024-04-30,8.36,14.9,8.145,14.88,407029,77.99043062200958,1,-7.265668330560193
CTMX,2024-05-01,3.26,5.73,2.795,5.11,2286187,56.74846625766874,2,99.38837920489296
BENF,2024-05-03,1.96,12.8,1.95,6.48,92927,230.6122448979592,1,-53.44418052256532
OLOX,2024-05-03,3.96,9.2,3.84,5.53,321705,39.646464646464665,1,2593.877551020408
GSUN,2024-05-07,3.34,7.21,3.34,4.93,306661,47.60479041916168,1,16.376306620209057
NNE,2024-05-08,3.6,5.98,3.6,4.95,56676,37.5,1,0.0
LIDR,2024-05-10,1.48,3.22,1.48,2.49,616561,68.24324324324327,1,29.824561403508774
AMC,2024-05-13,3.48,5.87,3.16,5.23,8996925,50.28735632183909,1,6.748466257668717
CCLD,2024-05-13,1.6,2.57,1.57,2.29,349334,43.12499999999999,1,46.78899082568808
NVAX,2024-05-13,9.76,13.96,9.54,13.1,1294262,34.221311475409834,1,105.4736842105263
CTNT,2024-05-14,3.27,6.99,2.94,6.7,322399,104.89296636085625,1,140.44117647058823
CTNT,2024-05-15,4.96,7.085,4.65,6.95,50184,40.1209677419355,2,313.33333333333337
LIDR,2024-05-15,2.13,4.53,2.13,3.31,198915,55.39906103286385,4,70.39999999999999
FFAI,2024-05-16,0.8122,2.33,0.7563,1.64,5507319,101.92070918492982,5,1915.3846153846152
XHG,2024-05-17,0.8208,2.75,0.7102,1.53,280331,86.40350877192984,1,84.86486486486487
CTNT,2024-05-20,11.09,14.67,2.715,14.67,79197,32.28133453561768,5,864.3478260869566
XHG,2024-05-21,0.818,1.66,0.818,1.2,86670,46.69926650366749,1,90.67599067599066
ONMD,2024-05-24,1.67,3.2,1.6,2.25,418342,34.730538922155695,2,240.81632653061226
JCSE,2024-05-30,0.8456,1.73,0.8456,1.285,109577,51.963103122043506,1,15.835616438356158
ALBT,2024-06-03,0.296,1.43,0.296,1.235,304591,317.2297297297298,1,-2.759526938239165
HOLO,2024-06-04,1.47,2.0,1.47,1.99,186837,35.37414965986394,1,-14.534883720930235
MLGO,2024-06-04,5.1,14.84,4.67,11.99,1220950,135.09803921568627,1,164.24870466321244
DDC,2024-06-12,0.9765,2.51,0.87,1.55,466842,58.73015873015872,1,37.72919605077576
PROK,2024-06-12,2.13,3.355,2.12,2.94,128038,38.0281690140845,1,-41.88267394270123
LGVN,2024-06-12,0.92,1.92,0.92,1.805,291587,96.19565217391303,1,-14.814814814814813
URGN,2024-06-13,12.95,19.76,12.74,17.49,245942,35.05791505791505,1,-2.484939759036142
LRHC,2024-06-14,0.5565,1.805,0.5231,1.17,99150,110.24258760107814,1,-46.49038461538461
CMTL,2024-06-18,3.055,4.35,2.96,4.065,335414,33.06055646481178,2,43.09133489461361
GOVX,2024-06-18,1.36,2.345,1.13,1.87,156684,37.5,1,-9.93377483443708
NXL,2024-06-21,1.085,2.7,1.07,1.61,296232,48.38709677419357,1,-21.942446043165464
GOVX,2024-06-21,1.71,2.46,1.71,2.305,71707,34.79532163742691,1,13.245033112582782
MLGO,2024-06-24,5.37,14.92,5.17,14.92,563055,177.83985102420857,1,29.710144927536252
RGS,2024-06-25,14.16,24.21,12.87,20.63,357258,45.692090395480214,2,199.68253968253973
GOVX,2024-06-27,2.43,4.89,2.4,3.635,335535,49.588477366255134,1,28.57142857142858
NNE,2024-06-28,15.67,25.34,15.67,23.57,55457,50.41480536056157,1,1.4896373056994872
ANVS,2024-07-02,5.53,12.51,4.6,9.21,318290,66.54611211573238,1,-4.655172413793096
KOSS,2024-07-03,5.48,18.63,5.48,11.19,500812,104.19708029197076,1,38.209331651954614
BENF,2024-07-05,3.08,6.11,3.08,4.82,177093,56.49350649350651,1,18.918918918918926
ANVS,2024-07-05,8.05,11.41,8.02,11.04,131481,37.142857142857125,1,34.39065108514192
ANVS,2024-07-08,11.6,17.3,11.6,15.41,125868,32.844827586206904,2,102.09059233449476
FRMM,2024-07-09,1.86,4.8,1.86,2.88,95433,54.83870967741935,1,22.368421052631593
QURE,2024-07-10,6.665,11.31,6.665,10.12,733914,51.83795948987247,2,65.79601990049753
LCFY,2024-07-11,3.96,11.1,3.81,6.32,160415,59.5959595959596,1,55.294117647058826
AEON,2024-07-15,1.76,3.73,1.67,2.29,211950,30.113636363636374,2,72.54901960784315
AMIX,2024-07-15,0.9825,1.83,0.933,1.36,772251,38.422391857506355,3,91.52046783625731
CRBU,2024-07-16,2.08,2.745,2.08,2.73,140568,31.25,2,28.792569659442723
PACB,2024-07-16,1.655,2.23,1.64,2.175,511026,31.41993957703926,1,25.37878787878787
NAAS,2024-07-16,2.89,4.85,2.89,4.64,119291,60.55363321799305,1,-7.9617834394904445
SILO,2024-07-18,2.425,4.44,2.425,3.44,404991,41.85567010309279,4,143.7185929648241
SERV,2024-07-19,4.27,8.96,3.935,7.52,866516,76.11241217798596,2,85.65217391304347
PSNL,2024-07-19,2.54,4.38,2.54,3.84,109550,51.181102362204726,4,53.0120481927711
DCOY,2024-07-23,1.63,7.07,1.63,2.555,282925,56.74846625766874,1,5.8441558441558294
DCOY,2024-07-25,2.49,4.37,2.49,3.37,219520,35.34136546184739,1,1.2195121951219523
SERV,2024-07-29,14.01,19.53,14.01,19.38,731138,38.32976445396146,3,60.11428571428572
INDO,2024-08-05,2.54,3.91,2.27,3.65,195689,43.70078740157479,1,14.67268623024831
ATNM,2024-08-05,1.72,2.495,1.335,2.47,200815,43.60465116279071,1,-76.69376693766938
SAVA,2024-08-05,25.81,41.9,25.79,35.09,220046,35.955056179775305,2,42.754424778761056
ARHS,2024-08-08,8.98,12.11,8.55,12.1,538562,34.743875278396416,1,-34.260614934114194
PGEN,2024-08-08,0.9468,1.335,0.9009,1.255,137749,32.55175327418674,1,-33.79020979020979
EBS,2024-08-08,5.71,8.41,5.71,8.405,126768,47.197898423817854,1,-45.87677725118484
APPS,2024-08-08,2.11,2.87,2.105,2.87,590960,36.01895734597158,1,-4.308390022675745
INDO,2024-08-12,3.48,4.855,3.26,4.66,227730,33.90804597701149,1,-4.657534246575345
MIGI,2024-08-12,1.23,1.89,1.13,1.88,51337,52.84552845528454,1,36.454404260039944
OGEN,2024-08-12,1.52,2.09,1.45,2.01,60619,32.23684210526314,3,42.05607476635513
PSIG,2024-08-12,1.43,2.79,1.37,2.29,239234,60.13986013986015,2,116.66666666666666
PDC,2024-08-13,1.19,5.18,1.12,4.37,248193,267.22689075630257,1,-47.807017543859644
GNLN,2024-08-14,10.18,21.37,10.18,16.82,134472,65.22593320235757,3,150.73891625615767
CING,2024-08-16,10.56,20.5,8.71,17.67,645031,67.32954545454545,2,336.36363636363643
GOVX,2024-08-16,3.67,8.48,3.65,7.05,641408,92.09809264305177,1,96.7828418230563
SIDU,2024-08-19,2.63,5.0,2.625,3.92,92320,49.04942965779468,1,6.477732793522262
BNBX,2024-08-21,1.16,2.21,1.16,2.07,172389,78.44827586206897,4,162.14689265536722
GDC,2024-08-21,2.27,5.8,2.0,4.12,383260,81.4977973568282,2,27.52808988764044
VRAX,2024-08-21,3.48,6.28,3.31,6.21,255597,78.44827586206897,1,100.0
FFAI,2024-08-22,3.325,8.85,3.27,7.92,918632,138.1954887218045,2,2574.9798873692685
ATON,2024-08-23,4.37,8.19,4.37,5.88,131417,34.553775743707085,3,31.6265060240964
XRTX,2024-08-29,1.44,2.86,1.35,2.66,599821,84.72222222222223,1,5.88235294117645
SHPH,2024-09-04,1.52,2.74,1.385,2.225,110008,46.38157894736843,1,-34.76394849785408
WHLR,2024-09-05,1.21,6.61,1.21,4.14,223173,242.14876033057848,1,-11.678832116788328
FBLG,2024-09-10,2.725,4.22,2.72,3.89,53030,42.752293577981646,4,67.6923076923077
QH,2024-09-10,0.4575,1.47,0.4398,1.355,1350562,196.17486338797812,1,30.676949443016287
PLCE,2024-09-11,6.85,10.2,6.65,9.1,505603,32.84671532846715,2,23.201438848920873
PCT,2024-09-11,5.135,6.985,5.135,6.77,247405,31.84031158714702,1,-11.921097770154375
CNEY,2024-09-11,0.7079,1.57,0.7058,1.4,1004327,97.768046334228,1,111.25037302297822
TIL,2024-09-12,30.63,58.555,30.63,46.97,72716,53.34639242572641,5,118.78571428571428
GV,2024-09-12,2.9,6.62,2.9,4.0,269574,37.93103448275863,1,47.95918367346938
SMX,2024-09-13,3.24,7.16,2.88,5.8,280855,79.01234567901231,1,53.554502369668256
IMRX,2024-09-16,2.035,3.83,1.85,2.87,308002,41.03194103194103,1,74.67811158798283
BBLG,2024-09-16,1.26,1.97,1.13,1.87,779910,48.41269841269842,1,9.565217391304358
PLCE,2024-09-17,12.57,17.49,12.395,17.37,102667,38.18615751789978,1,156.0081466395112
GLMD,2024-09-17,5.36,23.76,5.35,15.35,353467,186.38059701492534,4,50.561797752809
OMEX,2024-09-18,0.8116,1.86,0.8,1.38,1225106,70.03449975357319,1,-80.4433734939759
IMRX,2024-09-20,2.405,3.505,2.405,3.18,184649,32.22453222453223,1,19.059405940594054
LASE,2024-09-23,11.365,19.72,11.18,18.97,113632,66.91597008358995,2,86.92434210526316
XHG,2024-09-24,0.688,1.39,0.688,1.14,164524,65.69767441860466,1,2.4724456359844993
DUO,2024-09-26,0.7501,1.43,0.68,1.05,1233225,39.981335821890426,3,89.56280010108668
DUO,2024-09-30,1.76,3.48,1.57,3.04,361136,72.72727272727273,1,321.05263157894734
CAPR,2024-09-30,9.9,15.63,9.9,15.205,340780,53.58585858585858,1,65.2754590984975
INDO,2024-10-01,2.36,4.09,2.36,3.76,380791,59.32203389830508,1,-11.9402985074627
STTK,2024-10-01,1.41,2.125,1.385,1.925,131751,36.524822695035475,1,-61.8918918918919
EONR,2024-10-01,0.8479,1.78,0.8462,1.78,187229,109.93041632267958,1,-22.918181818181825
TOP,2024-10-02,2.18,3.2,2.065,2.84,202876,30.27522935779814,1,53.5211267605634
AMBO,2024-10-07,1.59,4.12,1.52,3.97,73341,149.685534591195,1,32.500000000000014
SOBR,2024-10-07,4.68,12.27,4.2,9.73,109530,107.90598290598292,1,7859.183673469387
BURU,2024-10-08,0.6172,1.2,0.61,1.005,1136059,62.832145171743335,1,37.461024498886395
PDYN,2024-10-08,2.0,3.04,2.0,2.77,155240,38.5,1,16.279069767441868
MNTS,2024-10-09,0.6492,1.05,0.6069,1.03,990130,58.65680837954406,1,66.46153846153847
SRFM,2024-10-10,2.49,3.55,2.49,3.29,59067,32.1285140562249,2,50.45317220543808
TWG,2024-10-11,4.01,8.5,3.91,7.025,730449,75.18703241895264,2,141.56626506024094
NIVF,2024-10-15,0.8,3.28,0.8,1.93,569667,141.24999999999997,1,23.266563944530038
JDZG,2024-10-15,0.8435,1.735,0.8149,1.12,139085,32.780082987551886,2,27.9969650986343
VSME,2024-10-16,1.11,2.64,1.11,2.17,91299,95.49549549549548,2,31.985731272294892
PRQR,2024-10-16,2.15,4.125,2.13,4.005,845235,86.27906976744187,1,14.973262032085554
JDZG,2024-10-17,0.7769,2.135,0.7769,1.675,167215,115.6004633801004,1,21.390624999999996
LTBR,2024-10-18,4.4,7.25,4.4,7.0,67851,59.09090909090908,1,39.240506329113934
DRUG,2024-10-18,37.42,78.84,34.14,49.995,212694,33.60502405130945,1,3301.8181818181815
NCI,2024-10-21,1.04,1.73,0.9517,1.39,95891,33.653846153846146,2,52.941176470588225
GNPX,2024-10-21,0.5499,2.03,0.5499,1.5,523420,172.77686852154935,2,64.14925373134328
LRHC,2024-10-23,0.8682,1.75,0.769,1.13,573064,30.154342317438363,2,68.91050583657588
QNCX,2024-10-24,0.889,1.38,0.889,1.19,71660,33.858267716535416,1,13.653796982868837
TWG,2024-10-24,9.69,13.38,8.82,13.28,98982,37.04850361197109,1,40.84302325581395
NXL,2024-10-24,1.3,2.53,1.3,2.15,138297,65.38461538461537,1,-1.5151515151515138
MNPR,2024-10-24,5.48,38.5,5.44,31.99,140112,483.7591240875912,1,-5.190311418685123
CLDI,2024-10-25,0.7417,1.2,0.7417,1.07,96250,44.263179182958076,1,-39.699186991869915
GNLN,2024-10-28,2.14,5.24,2.12,3.81,337311,78.03738317757009,1,-57.11422845691383
GLUE,2024-10-28,6.4,12.3,6.165,9.485,1103996,48.20312499999999,1,17.431192660550465
PRCH,2024-10-28,1.48,2.445,1.48,2.19,257007,47.97297297297296,1,4.225352112676051
UPXI,2024-10-29,6.43,12.43,6.43,8.74,54913,35.925349922239505,1,48.15668202764978
MAXN,2024-10-30,6.275,11.19,6.275,8.71,157202,38.804780876494036,1,20.90558766859345
BFRI,2024-10-31,0.805,2.205,0.805,1.23,732887,52.7950310559006,1,-16.145833333333325
BVC,2024-10-31,0.902,1.83,0.902,1.8,123382,99.55654101995566,1,-18.371040723981903
NAGE,2024-11-01,4.21,5.96,3.84,5.87,530803,39.42992874109264,1,21.325648414985586
VIR,2024-11-01,7.13,9.7,7.12,9.27,242699,30.01402524544179,1,-4.742818971275886
SPPL,2024-11-04,0.4079,1.365,0.3726,1.15,1215145,181.93184604069623,1,28.6750788643533
BVS,2024-11-05,8.4,11.52,7.43,11.46,76021,36.42857142857143,1,-36.88955672426747
TMQ,2024-11-06,0.785,1.28,0.784,1.03,319241,31.21019108280254,1,16.728624535315983
IONQ,2024-11-07,16.405,22.62,16.38,22.12,730582,34.83693995733008,1,9.07579787234043
CELU,2024-11-07,1.525,5.22,1.525,3.035,212009,99.01639344262296,1,11.313868613138677
INOD,2024-11-08,30.335,43.63,29.835,42.74,307408,40.89335750782925,4,43.767772511848335
API,2024-11-08,3.72,5.46,3.67,5.35,174737,43.81720430107525,2,32.857142857142875
WKHS,2024-11-11,0.8011,1.19,0.8011,1.18,61430,47.297465984271604,1,8.889492999864078
BCG,2024-11-11,2.43,6.43,2.4,3.35,127232,37.860082304526756,1,2.9661016949152685
CD,2024-11-11,1.7,2.63,1.7,2.22,57522,30.588235294117673,1,35.999999999999986
BTM,2024-11-11,2.0,3.47,1.965,2.65,115237,32.49999999999999,5,33.77926421404682
MULN,2024-11-12,1.75,3.42,1.705,3.0,142677,71.42857142857142,1,-7.4074074074074066
BTCT,2024-11-12,4.7,16.94,4.09,10.55,658038,124.46808510638299,3,184.84848484848487
BTCS,2024-11-12,1.85,4.4,1.85,2.89,256121,56.21621621621622,5,49.79757085020242
QUBT,2024-11-13,1.46,3.41,1.46,2.65,417052,81.50684931506848,2,32.72727272727272
OMER,2024-11-14,4.51,7.5,4.51,6.95,273529,54.10199556541022,1,0.22222222222221255
HCWB,2024-11-18,0.9,2.49,0.85,1.24,1348819,37.77777777777778,1,149.30747922437675
BKKT,2024-11-18,10.93,29.7,10.93,29.7,53360,171.7291857273559,1,-11.996779388083734
XCUR,2024-11-20,6.905,14.71,6.905,11.2,124777,62.2013034033309,3,153.86029411764704
IBG,2024-11-21,0.848,1.25,0.848,1.17,54998,37.97169811320755,1,-23.603603603603617
CRNC,2024-11-21,3.4,6.4,3.4,5.82,528330,71.1764705882353,1,8.280254777070063
VUZI,2024-11-22,1.285,1.72,1.28,1.71,92596,33.07392996108951,5,39.189774696707104
QBTS,2024-11-22,2.2,3.0,1.97,2.93,891622,33.18181818181818,4,34.96932515337426
PDYN,2024-11-22,2.255,5.03,2.195,4.59,438935,103.54767184035478,1,21.236559139784926
QMCO,2024-11-22,4.46,10.46,4.33,8.96,188327,100.89686098654708,2,40.69400630914826
ZENA,2024-11-25,1.92,7.25,1.89,6.42,240775,234.375,2,32.41379310344827
QMCO,2024-11-25,13.78,26.8,13.78,21.81,152157,58.27285921625545,3,340.25559105431313
