symbol,date,open,high,low,close,volume,gain_percent,days_up,prior_gain
LIFE,2021-09-13,6.3,9.285,5.85,9.14,1149470,45.0793650793651,1,14.54545454545455
LIDR,2021-09-16,7.17,12.07,7.14,9.68,153402,35.00697350069735,1,-12.77372262773724
CRVS,2021-09-17,3.79,5.79,3.57,5.34,1757109,40.897097625329806,1,52.51509054325956
CRVS,2021-09-21,5.39,9.54,5.36,8.46,544150,56.95732838589984,3,140.62499999999994
ZSTK,2021-09-24,5.1,7.18,4.9,6.89,163768,35.098039215686285,1,-19.431279620853093
IPM,2021-09-29,5.43,14.99,5.43,8.28,516876,52.48618784530385,5,77.45098039215685
ALZN,2021-09-30,2.29,3.55,2.29,3.06,629036,33.624454148471614,1,-12.595419847328248
PED,2021-10-01,1.56,2.395,1.525,2.05,335633,31.410256410256387,1,12.230215827338142
VYGR,2021-10-08,3.77,5.71,3.67,5.55,234830,47.21485411140583,1,44.1682600382409
GWH,2021-10-12,15.95,28.71,15.55,23.51,336221,47.398119122257064,3,79.2134831460674
JSPR,2021-10-13,8.71,18.21,8.7,14.91,208805,71.1825487944891,1,3.015966883500898
AHG,2021-10-19,6.32,9.87,6.28,9.54,66190,50.94936708860758,4,65.0130548302872
AHG,2021-10-20,10.11,19.39,8.64,18.745,284221,85.41048466864494,5,133.48729792147807
OLOX,2021-10-22,3.25,4.54,3.25,4.54,113548,39.69230769230769,1,1.8808777429467183
BKKT,2021-10-27,21.15,30.385,20.32,29.41,595073,39.05437352245864,1,149.99999999999994
CHAI,2021-10-27,2.95,9.67,2.9,5.34,1689900,81.01694915254237,1,-4.8387096774193505
BKKT,2021-10-29,26.09,42.52,25.85,42.52,912744,62.97431966270604,1,225.31172069825436
GREE,2021-10-29,20.75,28.32,20.13,27.14,148721,30.79518072289158,1,2.015732546705995
SDOT,2021-11-01,1.2,2.19,1.16,1.68,436526,39.99999999999999,1,17.647058823529417
BIRD,2021-11-03,21.325,32.41,21.325,28.89,824537,35.47479484173506,1,0.0
PETZ,2021-11-03,1.83,2.38,1.83,2.38,93079,30.05464480874316,1,3.3898305084745894
PPSI,2021-11-08,5.99,12.05,5.61,10.33,971352,72.45409015025042,1,69.2090395480226
NEGG,2021-11-08,11.86,19.83,11.86,18.81,169798,58.600337268128165,1,-3.420195439739415
CBAT,2021-11-08,2.25,3.56,2.25,3.19,177319,41.77777777777778,1,1.3513513513513375
PETZ,2021-11-08,3.69,7.525,3.58,6.13,150779,66.12466124661248,4,104.99999999999999
WNW,2021-11-12,3.37,6.15,3.37,4.56,117522,35.31157270029672,1,0.29761904761904656
IONQ,2021-11-16,19.67,26.845,19.67,26.41,215245,34.26537874936451,1,-12.616614837849838
SEV,2021-11-17,20.155,38.31,20.14,38.07,592458,88.88613247333168,1,0.0
INM,2021-11-17,1.48,2.36,1.48,1.95,469196,31.756756756756754,1,-0.6711409395973145
GTEC,2021-11-22,7.675,12.445,7.13,11.35,171568,47.88273615635179,2,34.413309982486865
LGVN,2021-11-22,9.11,28.46,8.36,28.075,491676,208.17782656421517,1,166.37426900584794
APVO,2021-11-23,9.51,21.97,8.37,16.93,2061978,78.02313354363828,1,-1.7561983471074405
GRI,2021-11-23,4.31,8.47,4.31,7.22,268321,67.51740139211138,1,-8.975712777191147
AIXC,2021-11-23,1.92,3.11,1.57,2.53,511437,31.770833333333325,3,78.6046511627907
LGVN,2021-11-24,17.91,45.0,17.91,40.82,615223,127.91736460078167,1,513.3561643835616
IVVD,2021-11-29,33.86,53.54,33.86,46.46,538061,37.21204961606617,3,68.45771144278605
ISPC,2021-11-29,14.31,28.96,13.02,20.41,474735,42.62753319357093,1,189.67611336032388
ARDX,2021-11-30,0.8646,1.3,0.818,1.16,366309,34.16608836456163,1,-7.99191231244013
ARDX,2021-12-02,1.155,1.79,1.12,1.695,2540704,46.75324675324675,1,24.03350515463918
TULP,2021-12-06,6.19,15.3,6.11,15.15,189836,144.74959612277866,1,6.724137931034502
CPIX,2021-12-06,4.47,7.51,4.17,7.0,104593,56.59955257270695,3,95.19650655021832
TULP,2021-12-08,12.86,24.43,12.265,18.97,272163,47.511664074650085,1,148.74274661508701
TULP,2021-12-09,17.15,35.24,17.15,23.21,124487,35.33527696793004,2,216.42066420664204
CELZ,2021-12-10,1.9,3.245,1.84,2.6,69521,36.8421052631579,1,-12.037037037037045
IVVD,2021-12-16,6.43,16.33,6.27,14.2,2544700,120.8398133748056,1,-81.60228898426324
AUID,2021-12-17,12.84,17.48,12.8,16.715,88921,30.17912772585669,1,-20.960295475530945
SPRB,2021-12-17,2.86,5.78,2.75,4.99,694124,74.47552447552451,1,13.043478260869579
SOPA,2021-12-22,9.89,18.55,9.595,16.285,1055261,64.66127401415571,1,146.63341645885288
FTK,2021-12-29,0.8101,1.195,0.7835,1.1,70031,35.78570546846069,1,28.68943606036538
MFIN,2021-12-29,3.535,6.9,3.535,6.495,110180,83.73408769448373,1,-56.995133819951334
MI,2021-12-29,3.975,5.46,3.975,5.19,192069,30.566037735849072,1,5.5776892430278835
KPRX,2021-12-30,1.11,1.72,1.11,1.67,371046,50.450450450450425,4,23.23748195847677
NTRB,2021-12-31,7.08,12.13,6.67,10.13,1561987,43.07909604519775,3,96.12188365650971
GNPX,2022-01-03,1.53,3.61,1.53,3.47,987889,126.79738562091502,1,13.33333333333333
HOUR,2022-01-07,4.85,10.23,4.85,7.81,151140,61.03092783505155,1,0.0
BBLG,2022-01-10,3.87,6.76,3.87,5.19,463453,34.108527131782964,1,7.499999999999996
GFAI,2022-01-14,1.13,2.14,1.13,1.61,428743,42.477876106194714,1,-6.995884773662564
SBEV,2022-01-14,2.19,4.29,2.19,4.1,236226,87.2146118721461,4,90.43478260869566
INDO,2022-01-27,4.04,9.1,4.0,5.87,96448,45.29702970297029,1,26.249999999999996
KSCP,2022-01-28,7.15,16.07,6.39,16.07,79116,124.75524475524473,1,16.260162601626014
NVCT,2022-02-07,3.58,10.04,3.58,7.95,120785,122.06703910614527,1,7.831325301204828
TISI,2022-02-15,0.94,1.36,0.94,1.27,79583,35.10638297872342,4,45.35333230245862
LRMR,2022-02-15,3.01,4.15,2.75,4.04,144345,34.21926910299005,1,-65.42217116599656
SKLZ,2022-02-24,2.21,2.9,2.18,2.885,1033652,30.542986425339368,1,-48.96073903002309
HTZ,2022-02-24,15.11,19.935,15.02,19.76,478208,30.774321641297163,1,-22.313624678663235
REAL,2022-02-24,5.99,7.935,5.81,7.91,276385,32.0534223706177,1,-34.961997828447345
OPAD,2022-02-24,3.73,4.865,3.73,4.865,92932,30.4289544235925,1,-13.75722543352601
FUBO,2022-02-24,6.29,8.41,6.23,8.405,612005,33.62480127186009,1,-41.65120593692022
IMPP,2022-02-25,1.46,2.235,1.385,2.065,987804,41.43835616438356,1,170.37037037037032
MULN,2022-02-28,1.005,1.95,0.9513,1.665,3512387,65.67164179104479,1,59.57446808510636
INDO,2022-03-04,22.34,48.46,22.34,40.31,799181,80.4386750223814,1,86.01165695253957
GBR,2022-03-07,3.86,6.06,3.49,5.25,60731,36.01036269430051,2,30.847457627118622
SVRN,2022-03-07,0.7555,1.685,0.755,1.18,357784,56.187954996690934,4,59.052631578947356
IMPP,2022-03-07,4.72,8.395,4.425,7.43,835255,57.415254237288124,2,98.73684210526315
AGIG,2022-03-07,3.29,13.87,3.03,10.9,950574,231.30699088145897,2,136.6906474820144
KALA,2022-03-08,0.6585,1.42,0.6269,1.11,71898,68.56492027334855,1,0.6572913482115528
WPRT,2022-03-08,1.37,2.715,1.37,2.03,184879,48.17518248175179,1,-11.326860841423937
REVB,2022-03-09,0.9854,2.0,0.9854,1.69,50260,71.50395778364114,1,-22.102766798418962
AVX,2022-03-10,2.13,5.13,2.02,3.37,1812724,58.21596244131457,1,37.419354838709666
AQB,2022-03-10,1.375,2.04,1.375,1.9,147412,38.18181818181819,1,-6.1433447098976135
KALA,2022-03-11,1.27,1.68,1.27,1.67,52048,31.49606299212597,4,104.14724320848738
RCAT,2022-03-14,1.86,2.92,1.86,2.74,326541,47.31182795698925,1,5.084745762711873
SONM,2022-03-15,0.77,1.2,0.711,1.18,68202,53.24675324675323,1,35.61113067981685
HOUR,2022-03-15,2.9,4.95,2.875,4.09,54828,41.0344827586207,5,46.46464646464645
SONM,2022-03-16,0.91,1.21,0.8863,1.21,125413,32.967032967032964,2,35.84117032392893
ZH,2022-03-16,1.92,2.735,1.83,2.595,339853,35.15625000000002,1,-26.577437858508613
DIDI,2022-03-18,2.58,4.21,2.56,4.1,10269502,58.91472868217051,4,36.14775725593668
ZH,2022-03-18,2.23,3.42,2.18,3.15,376050,41.25560538116593,1,5.938242280285033
AUID,2022-03-21,3.32,5.03,3.32,4.65,60202,40.060240963855435,1,6.41025641025641
NRSN,2022-03-21,2.22,8.13,2.03,6.16,1446830,177.47747747747744,4,60.86956521739133
SOPA,2022-03-22,2.68,4.43,2.68,3.51,230748,30.97014925373134,1,25.233644859813076
NRSN,2022-03-22,4.83,6.42,4.6,6.3,241187,30.434782608695656,5,245.00000000000003
JXG,2022-03-22,2.65,7.035,2.65,4.22,187558,59.24528301886791,2,42.473118279569874
RKDA,2022-03-24,2.01,2.66,2.01,2.62,70674,30.34825870646769,4,35.353535353535335
LGVN,2022-03-31,9.39,14.22,8.87,13.67,1297099,45.580404685835994,1,33.570412517780944
SABS,2022-03-31,2.52,4.4,2.52,3.77,66233,49.60317460317461,4,22.926829268292703
MI,2022-04-01,2.43,4.26,2.43,3.625,211475,49.17695473251027,1,7.048458149779746
ATER,2022-04-04,2.49,3.93,2.46,3.43,1082904,37.75100401606426,1,-1.9685039370078705
DDL,2022-04-05,4.79,7.16,4.73,6.845,571078,42.901878914405,2,21.26582278481013
SBFM,2022-04-07,7.27,9.76,7.05,9.59,313883,31.911966987620353,2,196.1303462321792
PHIO,2022-04-08,0.9031,2.42,0.8915,2.34,546692,159.1075185472262,1,-4.241331778178347
VERU,2022-04-11,5.99,14.52,5.68,12.28,3810728,105.008347245409,1,18.61386138613863
BFRI,2022-04-13,3.55,6.03,3.55,4.96,339594,39.71830985915494,1,0.56657223796035
VERU,2022-04-13,10.6,14.45,9.95,14.31,1712493,35.00000000000001,1,129.93492407809106
INDO,2022-04-14,15.21,27.6,14.46,26.4,162256,73.57001972386585,1,-25.0
CYN,2022-04-22,1.86,2.785,1.85,2.635,228621,41.66666666666665,2,57.62711864406782
NUTX,2022-04-26,4.58,13.74,4.415,7.725,419875,68.66812227074234,1,-15.808823529411764
CYN,2022-04-26,2.33,3.75,2.33,3.67,271528,57.51072961373389,4,97.45762711864407
ONCO,2022-05-03,3.5,7.09,3.41,6.55,212842,87.14285714285714,1,-16.864608076009503
BKKT,2022-05-12,2.105,2.84,1.99,2.795,170237,32.779097387173394,1,-41.11888111888112
PRPL,2022-05-12,3.13,4.11,3.12,4.105,1019993,31.150159744408956,1,-20.356234096692116
SIGA,2022-05-20,9.11,12.45,8.89,12.43,642295,36.44346871569704,1,21.95448460508702
GOVX,2022-05-20,0.8,1.53,0.8,1.405,87411,75.62499999999999,1,26.984126984127
GYRE,2022-05-23,0.9485,1.47,0.9106,1.28,548868,34.94992092778071,1,158.6583037905645
APYX,2022-05-26,4.26,5.74,4.26,5.64,255248,32.3943661971831,3,24.926686217008776
EFOI,2022-06-07,1.53,2.42,1.48,2.305,66320,50.65359477124183,5,64.49844102784645
AGIG,2022-06-07,4.87,7.325,4.795,7.03,449304,44.35318275154003,1,1.4583333333333393
HTCR,2022-06-08,1.19,3.18,1.18,2.19,308775,84.03361344537817,1,21.42857142857142
XTKG,2022-06-09,0.4587,1.48,0.4252,1.1,1022929,139.80815347721824,1,35.22995283018868
DBVT,2022-06-09,1.93,3.4,1.905,3.23,328954,67.35751295336787,1,26.1437908496732
CRDF,2022-06-09,1.69,2.41,1.595,2.26,99155,33.72781065088757,1,26.591760299625467
XTKG,2022-06-10,0.9514,1.625,0.9021,1.27,246280,33.48749211688038,2,179.82352941176467
SIDU,2022-06-15,2.68,4.73,2.54,4.67,641618,74.25373134328356,1,59.52380952380953
SOUN,2022-06-17,2.71,5.03,2.71,3.95,177478,45.75645756457565,1,-24.5125348189415
BHAT,2022-06-23,1.28,3.49,1.09,2.67,982470,108.59375,1,-18.471337579617842
PETZ,2022-06-23,1.9,3.67,1.9,2.97,57780,56.315789473684234,1,-14.027149321266974
BNTC,2022-06-24,0.74,1.9,0.74,1.3,221683,75.67567567567568,1,-17.777777777777782
FFAI,2022-07-05,3.77,6.365,3.375,5.28,524019,40.05305039787799,4,66.07929515418502
GROV,2022-07-07,4.33,7.88,4.33,7.34,144819,69.5150115473441,1,-28.899835796387517
ORMP,2022-07-08,5.87,8.8,5.75,8.21,122337,39.86371379897786,4,28.165938864628814
PLRX,2022-07-11,16.04,22.98,15.92,22.98,1186656,43.26683291770574,5,109.39947780678851
CLNN,2022-07-14,3.09,4.285,3.09,4.18,149789,35.27508090614886,1,13.602941176470583
EVTL,2022-07-15,3.52,5.38,3.26,4.99,398290,41.76136363636365,1,24.822695035460995
USEA,2022-07-15,4.31,7.22,4.31,6.0,398482,39.21113689095128,1,-42.379679144385044
PGY,2022-07-22,5.76,14.12,5.6,11.59,309456,101.21527777777777,1,108.69565217391303
TNXP,2022-07-25,1.3,1.88,1.27,1.715,177506,31.92307692307692,1,3.1746031746031855
KOSS,2022-07-25,7.83,12.64,7.83,11.19,85017,42.911877394636,1,6.821282401091411
GOVX,2022-07-25,1.105,1.86,1.01,1.57,1455056,42.08144796380091,1,63.99525081626596
PGY,2022-07-26,11.46,21.39,10.725,16.79,334445,46.50959860383943,1,316.7272727272728
ORBS,2022-07-27,0.93,1.78,0.93,1.265,338150,36.021505376344074,1,-15.454545454545453
SKYX,2022-07-28,4.34,7.73,4.28,7.03,140254,61.98156682027651,1,3.8277511961722466
SNTI,2022-07-29,2.23,3.29,2.06,3.09,250598,38.56502242152467,1,20.54054054054053
VRAX,2022-08-01,7.43,13.7,6.98,11.795,327249,58.748317631224765,1,-54.30504305043051
ILAG,2022-08-02,2.475,3.95,2.18,3.295,169913,33.13131313131312,5,31.64893617021278
BNBX,2022-08-02,1.32,4.35,1.31,2.895,835456,119.31818181818178,1,94.11764705882352
AEMD,2022-08-02,1.43,2.255,1.265,1.995,105285,39.51048951048952,1,30.593607305936075
HSCS,2022-08-03,1.78,5.975,1.78,3.2,56735,79.77528089887642,1,28.057553956834536
QNRX,2022-08-03,4.545,27.815,4.19,19.78,137760,335.20352035203524,1,1083.2856027076282
CGTX,2022-08-04,2.36,6.24,2.35,3.57,85808,51.271186440677965,1,28.260869565217384
ILAG,2022-08-05,2.16,3.77,2.05,3.57,106966,65.27777777777777,1,6.403940886699533
AMC,2022-08-05,16.97,22.76,16.5,22.225,2894464,30.966411314083686,1,16.55219780219779
HSCS,2022-08-08,2.17,4.2,2.17,3.43,97755,58.06451612903227,1,39.102564102564095
TGL,2022-08-11,8.555,19.71,4.83,18.07,102814,111.22150789012272,1,0.0
MEGL,2022-08-15,9.79,18.1,9.3,17.81,268758,81.9203268641471,1,-92.38132295719844
RVYL,2022-08-16,1.5,2.85,1.39,1.97,497257,31.333333333333325,3,60.840660518979206
BCAB,2022-08-16,8.28,12.11,8.15,11.87,109011,43.3574879227053,2,124.99999999999996
FUBO,2022-08-16,4.39,8.11,4.38,6.35,3077266,44.64692482915717,2,21.27071823204418
ONCO,2022-08-17,3.51,8.0,3.5,7.68,639982,118.80341880341882,4,43.26530612244896
DRUG,2022-08-18,1.14,4.73,1.14,2.18,231909,91.22807017543863,1,16.326530612244895
GCT,2022-08-19,27.19,59.74,24.97,49.93,284850,83.63368885619713,1,77.4804177545692
DRUG,2022-08-22,1.22,3.39,1.22,2.08,267225,70.49180327868854,1,24.489795918367353
NERV,2022-08-22,3.34,5.13,3.34,4.575,125075,36.976047904191624,1,5.696202531645556
INDO,2022-08-23,8.8,12.72,8.74,11.45,298925,30.113636363636353,4,45.695364238410605
NERV,2022-08-24,5.4,8.49,5.17,7.5,479250,38.888888888888886,3,59.29203539823009
MOB,2022-08-25,3.955,6.66,3.8,5.36,194646,35.524652338811634,1,0.0
NERV,2022-08-26,6.68,10.84,6.4,10.28,413138,53.89221556886228,1,114.1025641025641
RVPH,2022-08-29,1.545,3.05,1.545,2.37,158242,53.398058252427205,2,56.37651821862348
PETZ,2022-08-30,3.52,4.95,3.52,4.77,56417,35.511363636363626,2,28.937728937728945
GRNQ,2022-08-31,1.61,2.83,1.61,2.53,137565,57.14285714285712,1,-4.166666666666652
GCT,2022-09-01,14.61,26.49,14.61,23.27,103831,59.27446954141,1,-42.9073856975381
SHPH,2022-09-06,12.25,30.49,12.2,27.49,70769,124.4081632653061,1,-81.30056479926728
SPRO,2022-09-06,0.8313,1.89,0.8001,1.16,423278,39.540478768194376,1,-5.544824451766839
ELVN,2022-09-07,1.48,2.03,1.44,2.0,379912,35.13513513513513,1,18.399999999999995
ARQQ,2022-09-12,5.66,7.9,5.625,7.72,76289,36.395759717314476,1,-9.728867623604454
MTVA,2022-09-13,18.94,63.67,18.94,29.14,93701,53.85427666314677,2,6003.770544634225
AMTD,2022-09-14,1.35,2.27,1.35,1.94,276605,43.70370370370369,1,-4.929577464788726
MTVA,2022-09-20,14.93,25.78,14.93,20.62,63521,38.11118553248494,1,-48.764584763212085
SOBR,2022-09-20,1.0039,3.1,1.0039,3.09,153662,207.7995816316366,1,0.89447236180904
PEPG,2022-09-28,6.04,12.82,6.02,10.82,99552,79.13907284768212,1,25.051759834368536
SOBR,2022-09-28,1.79,2.66,1.71,2.4,59390,34.07821229050278,1,-25.10460251046025
FNGR,2022-09-30,1.97,3.77,1.87,3.33,178828,69.03553299492387,5,210.23622047244092
SNTI,2022-10-04,2.74,5.35,2.74,5.22,274251,90.51094890510947,5,126.44628099173558
FNGR,2022-10-05,6.3,9.26,5.265,8.77,114913,39.2063492063492,1,277.245508982036
MAPS,2022-10-06,1.635,2.8,1.61,2.8,153592,71.25382262996939,1,-3.2544378698224796
BNBX,2022-10-10,1.27,2.38,1.27,2.12,397021,66.92913385826773,1,12.38938053097347
BNBX,2022-10-12,2.02,2.81,2.02,2.7,170100,33.66336633663367,3,36.48648648648649
RYM,2022-10-14,0.9753,1.54,0.9753,1.43,111210,46.62155234286887,4,123.43642611683849
MVST,2022-10-19,1.565,2.42,1.495,2.225,442859,42.172523961661355,1,-10.571428571428577
CABA,2022-10-20,1.24,2.03,1.225,1.955,143379,57.66129032258065,3,62.94349540078843
TSHA,2022-10-25,2.21,2.99,2.1,2.99,417932,35.29411764705883,1,47.333333333333336
ATNM,2022-10-31,10.22,13.8,10.05,13.54,123240,32.48532289628179,2,40.771349862258965
ARQQ,2022-11-07,5.59,8.39,5.53,8.24,158181,47.40608228980323,4,24.776785714285698
FNKO,2022-11-07,7.705,10.21,7.63,10.205,370985,32.44646333549643,1,-62.68765133171912
ARQQ,2022-11-08,7.67,10.39,7.21,10.28,159424,34.02868318122554,5,70.8240534521158
MGNI,2022-11-10,7.33,9.695,7.31,9.565,238868,30.491132332878568,1,10.308502633559069
GETY,2022-11-14,5.33,7.69,5.33,6.95,58748,30.393996247654776,1,-3.963963963963957
PALI,2022-11-22,2.85,6.39,2.82,3.99,208064,40.000000000000014,1,4218.181818181818
CRNC,2022-11-29,13.51,18.3,12.85,17.81,116830,31.828275351591408,1,-17.672151127361367
TOPS,2022-11-30,2.19,4.55,2.05,3.075,66326,40.41095890410959,1,-7.006369426751591
SHPH,2022-12-02,1.54,2.58,1.54,2.43,70315,57.7922077922078,1,-3.749999999999998
ZH,2022-12-02,1.0,1.37,1.0,1.35,655416,35.00000000000001,1,-0.4975124378109319
HTCO,2022-12-06,5.6,9.52,5.6,7.91,61569,41.25000000000001,1,-41.483803552769075
PHVS,2022-12-08,4.19,11.93,3.86,11.27,369088,168.9737470167064,2,97.1764705882353
RENT,2022-12-08,1.535,2.495,1.52,2.35,175791,53.094462540716634,1,12.867647058823506
EH,2022-12-12,7.23,11.49,7.15,10.12,197676,39.97233748271092,1,-5.859374999999989
BYSI,2022-12-16,1.74,2.51,1.74,2.27,65804,30.459770114942543,3,190.53264317916182
SINT,2022-12-21,8.39,15.09,8.39,11.75,95526,40.04767580452919,1,8576.318510858326
KALA,2022-12-28,6.26,17.45,6.04,12.47,194240,99.20127795527158,1,58.481012658227826
KALA,2022-12-29,16.11,29.88,13.56,25.13,149665,55.99006828057107,2,322.8346456692913
VATE,2022-12-30,1.33,1.89,1.275,1.86,65196,39.849624060150376,1,-5.3380782918149405
JSPR,2023-01-03,1.51,3.8,1.48,2.86,216784,89.40397350993376,1,204.98889113310446
FRMM,2023-01-03,3.935,5.93,3.67,5.29,168924,34.434561626429485,3,230.67226890756305
KALA,2023-01-04,28.8,56.46,28.8,42.18,119423,46.458333333333336,1,638.4615384615385
MEGL,2023-01-05,1.6,2.83,1.57,2.305,109330,44.06250000000001,1,25.984251968503933
HKD,2023-01-05,17.14,37.635,17.14,30.8,384684,79.69661610268378,2,64.96631376323387
GSUN,2023-01-06,1.41,2.37,1.29,2.25,62701,59.5744680851064,2,38.23529411764706
BKKT,2023-01-12,1.41,2.865,1.36,2.775,163030,96.80851063829788,1,11.023622047244096
GNS,2023-01-19,0.85,2.24,0.76,2.04,1406269,140.0,1,92.6127351008384
COSM,2023-01-20,3.41,6.41,3.3,5.31,310665,55.718475073313755,1,-16.319018404907983
GNS,2023-01-23,3.38,6.27,2.835,4.68,854971,38.46153846153846,1,626.8817204301075
IDAI,2023-01-23,0.71,1.73,0.71,1.05,138766,47.887323943661976,1,47.94748906022088
COSM,2023-01-24,4.62,6.86,4.56,6.15,161741,33.11688311688312,1,28.333333333333343
GOVX,2023-01-25,0.76,1.39,0.76,1.12,84734,47.36842105263159,1,1.0638297872340496
BZFD,2023-01-26,1.29,2.86,1.22,2.08,1051238,61.240310077519375,1,91.16775340841731
LCID,2023-01-27,8.96,17.8,8.96,12.905,3113129,44.02901785714284,1,14.724711907810505
BZFD,2023-01-27,2.64,4.24,2.42,3.83,1421021,45.07575757575757,2,291.22703023117964
HSCS,2023-01-30,1.3,2.56,1.215,2.34,309363,79.99999999999999,1,64.66117796073465
BBAI,2023-01-30,3.0,4.14,2.56,3.98,439838,32.666666666666664,5,57.89473684210527
MSGM,2023-01-31,7.43,27.6,6.95,21.33,164738,187.0794078061911,2,105.24861878453038
SOBR,2023-01-31,1.15,1.92,1.15,1.79,69562,55.65217391304349,1,-1.7094017094017144
MSGM,2023-02-01,24.97,49.5,23.42,36.37,173914,45.654785742891455,3,677.8816199376947
SOUN,2023-02-03,1.89,3.11,1.89,2.83,373130,49.73544973544974,1,4.41988950276242
BBAI,2023-02-03,3.47,5.9,3.43,5.18,510842,49.27953890489911,2,43.38842975206614
LIXT,2023-02-07,0.9701,2.57,0.9701,1.89,82546,94.82527574476858,1,88.66199922209258
SLQT,2023-02-07,1.06,1.53,1.06,1.47,324038,38.67924528301885,2,21.839080459770123
IBIO,2023-02-07,0.95,1.475,0.8979,1.375,55274,44.736842105263165,1,32.1279554937413
TECX,2023-02-08,0.86,1.78,0.8499,1.69,276070,96.51162790697674,1,-6.062261059530316
SLQT,2023-02-09,1.54,2.51,1.54,2.04,262353,32.467532467532465,4,71.1111111111111
TNON,2023-02-15,1.585,2.455,1.2,2.12,198798,33.75394321766563,1,-3.3536585365853577
SERA,2023-02-16,2.1,3.24,2.08,2.94,71376,39.99999999999999,2,64.0625
DHC,2023-03-02,1.095,1.71,1.095,1.49,451072,36.073059360730596,1,32.34227701232777
FNKO,2023-03-02,7.52,10.15,7.18,9.93,205674,32.04787234042554,1,-34.035087719298254
LFCR,2023-03-20,1.83,3.13,1.83,3.09,199703,68.85245901639342,1,-63.4
NOTE,2023-03-23,1.365,2.79,1.32,2.32,217190,69.96336996336996,1,-7.770270270270274
NAAS,2023-03-24,4.33,5.97,4.33,5.825,56944,34.526558891454975,1,3.0952380952380842
SI,2023-03-24,1.13,2.17,1.13,1.72,831526,52.212389380530986,1,-45.14563106796117
DVLT,2023-03-27,1.97,4.34,1.97,3.59,66017,82.23350253807106,1,-9.216589861751146
BMEA,2023-03-28,22.96,31.38,21.8,30.55,560834,33.057491289198616,1,51.25164690382083
BUR,2023-03-31,7.11,11.865,7.11,11.14,763861,56.68073136427567,1,0.28208744710860323
GFAI,2023-04-03,8.21,20.98,8.18,19.82,373327,141.4129110840438,2,82.85077951002229
GCTK,2023-04-06,0.3496,1.38,0.3496,1.16,57820,231.8077803203661,1,-79.43529411764706
GFAI,2023-04-06,9.06,15.49,9.06,12.71,247849,40.28697571743929,1,84.89795918367346
BNRG,2023-04-11,1.61,2.68,1.42,2.36,69330,46.583850931677006,1,11.03448275862069
GCTK,2023-04-12,1.77,2.87,1.72,2.69,55676,51.97740112994349,1,4.117647058823537
GFAI,2023-04-12,17.06,34.57,16.95,31.42,169141,84.17350527549827,2,32.65940902021774
CXAI,2023-04-13,2.75,9.64,2.7,7.15,1206800,160.0,2,77.41935483870968
IDAI,2023-04-13,3.33,6.49,3.105,5.49,127434,64.86486486486487,2,50.33860045146727
CNSP,2023-04-14,0.8099,3.42,0.8099,2.37,269004,192.62871959501177,1,5.510682647212084
CXAI,2023-04-25,8.56,13.35,8.09,12.41,308610,44.976635514018696,1,-16.40625
HUDI,2023-04-28,3.52,14.77,3.26,13.155,482541,273.7215909090909,2,20.547945205479444
SNTG,2023-05-01,3.4,9.63,3.12,4.57,186324,34.41176470588236,2,76.16580310880829
NBTX,2023-05-05,4.48,7.5,4.29,6.75,165211,50.66964285714284,1,17.277486910994778
SFWL,2023-05-09,4.89,12.39,4.89,9.57,96678,95.70552147239266,2,20.740740740740748
CDNA,2023-05-11,6.24,8.79,6.24,8.35,66202,33.814102564102555,1,-27.52613240418118
GSIT,2023-05-12,1.83,5.21,1.83,5.12,265322,179.78142076502732,1,11.585365853658548
IMMP,2023-05-17,1.9,3.87,1.79,2.6,308180,36.8421052631579,2,21.019108280254773
RIGL,2023-05-17,1.285,1.88,1.26,1.825,198204,42.02334630350195,1,8.898305084745761
ENVB,2023-05-18,2.13,4.28,2.03,3.6,484593,69.01408450704227,1,19.662921348314597
QBTS,2023-05-22,0.5099,1.06,0.5099,1.025,142744,101.01980780545202,1,4.659277504105086
MBOT,2023-05-22,1.87,4.32,1.615,3.25,1150403,73.79679144385025,2,53.278688524590166
LFCR,2023-05-23,5.96,9.455,5.96,8.01,214764,34.3959731543624,1,31.85840707964602
WLDS,2023-05-25,0.9599,1.86,0.9251,1.4,454731,45.84852588811334,1,99.97916666666666
ANNX,2023-05-26,2.12,2.83,2.1,2.825,159069,33.25471698113207,1,-64.0677966101695
RGTI,2023-05-26,0.7822,1.11,0.7671,1.06,61898,35.51521350038354,1,55.56881463802705
QBTS,2023-05-26,1.2,1.67,1.17,1.64,79900,36.66666666666667,1,149.947927515101
UCAR,2023-06-01,5.42,11.3,4.68,7.6,685939,40.22140221402213,1,46.883468834688344
BMR,2023-06-06,2.18,3.73,2.17,3.14,53029,44.03669724770643,1,-24.041811846689896
ZJYL,2023-06-12,9.07,20.49,9.07,13.32,52496,46.85777287761852,2,59.402460456941995
AUUD,2023-06-12,0.678,1.53,0.5664,1.23,602801,81.41592920353982,1,56.76300578034683
VCIG,2023-06-20,3.8,11.32,3.59,7.28,721419,91.57894736842107,1,42.85714285714284
UCAR,2023-06-21,5.85,9.19,5.845,8.43,175625,44.1025641025641,1,-11.497730711043886
VCIG,2023-06-22,5.04,7.74,5.04,6.65,145022,31.944444444444443,1,96.875
BDTX,2023-06-27,4.15,6.79,3.16,6.2,1958069,49.39759036144578,2,109.5959595959596
BENF,2023-06-28,2.63,4.82,2.585,3.45,60267,31.178707224334623,1,-38.262910798122064
