symbol,date,gain_pct,days_up,volume,trades,pnl,win,loss
CYN,2022-04-26,57.51072961373389,4,271528,0,0.0,0,1
ONCO,2022-05-03,87.14285714285714,1,212842,0,0.0,0,1
BKKT,2022-05-12,32.779097387173394,1,170237,0,0.0,0,1
PRPL,2022-05-12,31.150159744408956,1,1019993,0,0.0,0,1
SIGA,2022-05-20,36.44346871569704,1,642295,0,0.0,0,1
GOVX,2022-05-20,75.62499999999999,1,87411,0,0.0,0,1
GYRE,2022-05-23,34.94992092778071,1,548868,1,1130.0337599999941,1,0
APYX,2022-05-26,32.3943661971831,3,255248,0,0.0,0,1
EFOI,2022-06-07,50.65359477124183,5,66320,0,0.0,0,1
AGIG,2022-06-07,44.35318275154003,1,449304,0,0.0,0,1
HTCR,2022-06-08,84.03361344537817,1,308775,1,2218.548029999997,1,0
XTKG,2022-06-09,139.80815347721824,1,1022929,1,-15885.795196000008,0,1
DBVT,2022-06-09,67.35751295336787,1,328954,0,0.0,0,1
CRDF,2022-06-09,33.72781065088757,1,99155,0,0.0,0,1
XTKG,2022-06-10,33.48749211688038,2,246280,1,5433.3809999999985,1,0
SIDU,2022-06-15,74.25373134328356,1,641618,0,0.0,0,1
SOUN,2022-06-17,45.75645756457565,1,177478,0,0.0,0,1
BHAT,2022-06-23,108.59375,1,982470,1,-737.1056408861275,0,1
PETZ,2022-06-23,56.315789473684234,1,57780,0,0.0,0,1
BNTC,2022-06-24,75.67567567567568,1,221683,1,-3721.2187600000057,0,1
FFAI,2022-07-05,40.05305039787799,4,524019,1,2202.268437499997,1,0
GROV,2022-07-07,69.5150115473441,1,144819,1,1022.4046799999951,1,0
ORMP,2022-07-08,39.86371379897786,4,122337,0,0.0,0,1
PLRX,2022-07-11,43.26683291770574,5,1186656,1,2894.3700599999966,1,0
CLNN,2022-07-14,35.27508090614886,1,149789,0,0.0,0,1
EVTL,2022-07-15,41.76136363636365,1,398290,0,0.0,0,1
USEA,2022-07-15,39.21113689095128,1,398482,1,24.98132999999998,1,0
PGY,2022-07-22,101.21527777777777,1,309456,1,1766.2770149999974,1,0
TNXP,2022-07-25,31.92307692307692,1,177506,0,0.0,0,1
KOSS,2022-07-25,42.911877394636,1,85017,1,2075.5023749999964,1,0
GOVX,2022-07-25,42.08144796380091,1,1455056,0,0.0,0,1
PGY,2022-07-26,46.50959860383943,1,334445,0,0.0,0,1
ORBS,2022-07-27,36.021505376344074,1,338150,1,1759.3192799999938,1,0
SKYX,2022-07-28,61.98156682027651,1,140254,0,0.0,0,1
SNTI,2022-07-29,38.56502242152467,1,250598,0,0.0,0,1
VRAX,2022-08-01,58.748317631224765,1,327249,1,3505.0025999999966,1,0
ILAG,2022-08-02,33.13131313131312,5,169913,0,0.0,0,1
BNBX,2022-08-02,119.31818181818178,1,835456,1,5912.039999999998,1,0
AEMD,2022-08-02,39.51048951048952,1,105285,0,0.0,0,1
HSCS,2022-08-03,79.77528089887642,1,56735,1,-15357.320000000007,0,1
QNRX,2022-08-03,335.20352035203524,1,137760,0,0.0,0,1
CGTX,2022-08-04,51.271186440677965,1,85808,0,0.0,0,1
ILAG,2022-08-05,65.27777777777777,1,106966,0,0.0,0,1
AMC,2022-08-05,30.966411314083686,1,2894464,0,0.0,0,1
HSCS,2022-08-08,58.06451612903227,1,97755,0,0.0,0,1
TGL,2022-08-11,111.22150789012272,1,102814,0,0.0,0,1
MEGL,2022-08-15,81.9203268641471,1,268758,1,4946.091315,1,0
RVYL,2022-08-16,31.333333333333325,3,497257,1,3792.911044999999,1,0
BCAB,2022-08-16,43.3574879227053,2,109011,0,0.0,0,1
FUBO,2022-08-16,44.64692482915717,2,3077266,0,0.0,0,1
ONCO,2022-08-17,118.80341880341882,4,639982,1,2476.8899550000006,1,0
DRUG,2022-08-18,91.22807017543863,1,231909,1,-19180.8119775,0,1
GCT,2022-08-19,83.63368885619713,1,284850,1,5676.869089999998,1,0
DRUG,2022-08-22,70.49180327868854,1,267225,1,3931.670319999998,1,0
NERV,2022-08-22,36.976047904191624,1,125075,0,0.0,0,1
INDO,2022-08-23,30.113636363636353,4,298925,0,0.0,0,1
NERV,2022-08-24,38.888888888888886,3,479250,0,0.0,0,1
MOB,2022-08-25,35.524652338811634,1,194646,1,2141.804199999997,1,0
NERV,2022-08-26,53.89221556886228,1,413138,0,0.0,0,1
RVPH,2022-08-29,53.398058252427205,2,158242,1,24.986499999998625,1,0
PETZ,2022-08-30,35.511363636363626,2,56417,0,0.0,0,1
GRNQ,2022-08-31,57.14285714285712,1,137565,0,0.0,0,1
GCT,2022-09-01,59.27446954141,1,103831,1,705.0304799999992,1,0
SHPH,2022-09-06,124.4081632653061,1,70769,1,-1828.4994000000047,0,1
SPRO,2022-09-06,39.540478768194376,1,423278,1,-398.3017500000046,0,1
ELVN,2022-09-07,35.13513513513513,1,379912,0,0.0,0,1
ARQQ,2022-09-12,36.395759717314476,1,76289,0,0.0,0,1
MTVA,2022-09-13,53.85427666314677,2,93701,1,-736.8044485152041,0,1
AMTD,2022-09-14,43.70370370370369,1,276605,0,0.0,0,1
MTVA,2022-09-20,38.11118553248494,1,63521,1,-963.4492800000006,0,1
SOBR,2022-09-20,207.7995816316366,1,153662,0,0.0,0,1
PEPG,2022-09-28,79.13907284768212,1,99552,1,1002.2583199999973,1,0
SOBR,2022-09-28,34.07821229050278,1,59390,0,0.0,0,1
FNGR,2022-09-30,69.03553299492387,5,178828,0,0.0,0,1
SNTI,2022-10-04,90.51094890510947,5,274251,0,0.0,0,1
FNGR,2022-10-05,39.2063492063492,1,114913,0,0.0,0,1
MAPS,2022-10-06,71.25382262996939,1,153592,0,0.0,0,1
BNBX,2022-10-10,66.92913385826773,1,397021,1,1704.8967749999954,1,0
BNBX,2022-10-12,33.66336633663367,3,170100,0,0.0,0,1
RYM,2022-10-14,46.62155234286887,4,111210,1,3663.727199999997,1,0
MVST,2022-10-19,42.172523961661355,1,442859,0,0.0,0,1
CABA,2022-10-20,57.66129032258065,3,143379,0,0.0,0,1
TSHA,2022-10-25,35.29411764705883,1,417932,0,0.0,0,1
ATNM,2022-10-31,32.48532289628179,2,123240,0,0.0,0,1
ARQQ,2022-11-07,47.40608228980323,4,158181,0,0.0,0,1
FNKO,2022-11-07,32.44646333549643,1,370985,0,0.0,0,1
ARQQ,2022-11-08,34.02868318122554,5,159424,0,0.0,0,1
MGNI,2022-11-10,30.491132332878568,1,238868,0,0.0,0,1
GETY,2022-11-14,30.393996247654776,1,58748,0,0.0,0,1
PALI,2022-11-22,40.000000000000014,1,208064,1,5184.246039999995,1,0
CRNC,2022-11-29,31.828275351591408,1,116830,0,0.0,0,1
TOPS,2022-11-30,40.41095890410959,1,66326,0,0.0,0,1
SHPH,2022-12-02,57.7922077922078,1,70315,0,0.0,0,1
ZH,2022-12-02,35.00000000000001,1,655416,0,0.0,0,1
HTCO,2022-12-06,41.25000000000001,1,61569,0,0.0,0,1
PHVS,2022-12-08,168.9737470167064,2,369088,0,0.0,0,1
RENT,2022-12-08,53.094462540716634,1,175791,0,0.0,0,1
EH,2022-12-12,39.97233748271092,1,197676,0,0.0,0,1
BYSI,2022-12-16,30.459770114942543,3,65804,1,2502.1673100000007,1,0
SINT,2022-12-21,40.04767580452919,1,95526,1,3088.6916249999963,1,0
KALA,2022-12-28,99.20127795527158,1,194240,1,1451.2526499999951,1,0
KALA,2022-12-29,55.99006828057107,2,149665,0,0.0,0,1
VATE,2022-12-30,39.849624060150376,1,65196,0,0.0,0,1
JSPR,2023-01-03,89.40397350993376,1,216784,1,-737.0628662594993,0,1
FRMM,2023-01-03,34.434561626429485,3,168924,0,0.0,0,1
KALA,2023-01-04,46.458333333333336,1,119423,0,0.0,0,1
MEGL,2023-01-05,44.06250000000001,1,109330,0,0.0,0,1
HKD,2023-01-05,79.69661610268378,2,384684,1,1143.6561249999954,1,0
GSUN,2023-01-06,59.5744680851064,2,62701,0,0.0,0,1
BKKT,2023-01-12,96.80851063829788,1,163030,0,0.0,0,1
GNS,2023-01-19,140.0,1,1406269,1,1170.614059999998,1,0
COSM,2023-01-20,55.718475073313755,1,310665,0,0.0,0,1
GNS,2023-01-23,38.46153846153846,1,854971,0,0.0,0,1
IDAI,2023-01-23,47.887323943661976,1,138766,0,0.0,0,1
COSM,2023-01-24,33.11688311688312,1,161741,0,0.0,0,1
GOVX,2023-01-25,47.36842105263159,1,84734,0,0.0,0,1
BZFD,2023-01-26,61.240310077519375,1,1051238,0,0.0,0,1
LCID,2023-01-27,44.02901785714284,1,3113129,0,0.0,0,1
BZFD,2023-01-27,45.07575757575757,2,1421021,0,0.0,0,1
HSCS,2023-01-30,79.99999999999999,1,309363,1,-564.0190300000024,0,1
BBAI,2023-01-30,32.666666666666664,5,439838,0,0.0,0,1
MSGM,2023-01-31,187.0794078061911,2,164738,1,-85.65966000000566,0,1
SOBR,2023-01-31,55.65217391304349,1,69562,0,0.0,0,1
MSGM,2023-02-01,45.654785742891455,3,173914,0,0.0,0,1
SOUN,2023-02-03,49.73544973544974,1,373130,0,0.0,0,1
BBAI,2023-02-03,49.27953890489911,2,510842,0,0.0,0,1
LIXT,2023-02-07,94.82527574476858,1,82546,0,0.0,0,1
SLQT,2023-02-07,38.67924528301885,2,324038,0,0.0,0,1
IBIO,2023-02-07,44.736842105263165,1,55274,0,0.0,0,1
TECX,2023-02-08,96.51162790697674,1,276070,0,0.0,0,1
SLQT,2023-02-09,32.467532467532465,4,262353,0,0.0,0,1
TNON,2023-02-15,33.75394321766563,1,198798,0,0.0,0,1
SERA,2023-02-16,39.99999999999999,2,71376,0,0.0,0,1
DHC,2023-03-02,36.073059360730596,1,451072,0,0.0,0,1
FNKO,2023-03-02,32.04787234042554,1,205674,0,0.0,0,1
LFCR,2023-03-20,68.85245901639342,1,199703,1,1230.6232799999964,1,0
NOTE,2023-03-23,69.96336996336996,1,217190,0,0.0,0,1
NAAS,2023-03-24,34.526558891454975,1,56944,0,0.0,0,1
SI,2023-03-24,52.212389380530986,1,831526,1,2510.5632099999975,1,0
DVLT,2023-03-27,82.23350253807106,1,66017,1,3068.029147499998,1,0
BMEA,2023-03-28,33.057491289198616,1,560834,0,0.0,0,1
BUR,2023-03-31,56.68073136427567,1,763861,0,0.0,0,1
GFAI,2023-04-03,141.4129110840438,2,373327,1,3950.8670499999976,1,0
GCTK,2023-04-06,231.8077803203661,1,57820,1,-222.28890000000052,0,1
GFAI,2023-04-06,40.28697571743929,1,247849,1,2230.953074999996,1,0
BNRG,2023-04-11,46.583850931677006,1,69330,0,0.0,0,1
GCTK,2023-04-12,51.97740112994349,1,55676,1,2188.7030000000022,1,0
GFAI,2023-04-12,84.17350527549827,2,169141,1,2075.5502,1,0
CXAI,2023-04-13,160.0,2,1206800,1,3226.5833600000005,1,0
IDAI,2023-04-13,64.86486486486487,2,127434,0,0.0,0,1
CNSP,2023-04-14,192.62871959501177,1,269004,1,24.986399999997886,1,0
CXAI,2023-04-25,44.976635514018696,1,308610,1,785.9141549999989,1,0
HUDI,2023-04-28,273.7215909090909,2,482541,0,0.0,0,1
SNTG,2023-05-01,34.41176470588236,2,186324,1,7077.132379999998,1,0
NBTX,2023-05-05,50.66964285714284,1,165211,1,2218.2851999999966,1,0
SFWL,2023-05-09,95.70552147239266,2,96678,1,5221.736674999996,1,0
CDNA,2023-05-11,33.814102564102555,1,66202,0,0.0,0,1
GSIT,2023-05-12,179.78142076502732,1,265322,1,2106.2161049999977,1,0
IMMP,2023-05-17,36.8421052631579,2,308180,1,1214.190899999998,1,0
RIGL,2023-05-17,42.02334630350195,1,198204,0,0.0,0,1
ENVB,2023-05-18,69.01408450704227,1,484593,1,4633.620839999995,1,0
QBTS,2023-05-22,101.01980780545202,1,142744,1,-2161.060637450003,0,1
MBOT,2023-05-22,73.79679144385025,2,1150403,1,24.986909999999824,1,0
LFCR,2023-05-23,34.3959731543624,1,214764,0,0.0,0,1
WLDS,2023-05-25,45.84852588811334,1,454731,1,-13577.308250000002,0,1
ANNX,2023-05-26,33.25471698113207,1,159069,0,0.0,0,1
RGTI,2023-05-26,35.51521350038354,1,61898,0,0.0,0,1
QBTS,2023-05-26,36.66666666666667,1,79900,0,0.0,0,1
UCAR,2023-06-01,40.22140221402213,1,685939,1,-736.9979668259992,0,1
BMR,2023-06-06,44.03669724770643,1,53029,1,6798.145974999996,1,0
ZJYL,2023-06-12,46.85777287761852,2,52496,1,181.86431999999718,1,0
AUUD,2023-06-12,81.41592920353982,1,602801,0,0.0,0,1
VCIG,2023-06-20,91.57894736842107,1,721419,1,1962.4982399999985,1,0
UCAR,2023-06-21,44.1025641025641,1,175625,1,4696.052512499995,1,0
VCIG,2023-06-22,31.944444444444443,1,145022,1,-737.0681762131514,0,1
BDTX,2023-06-27,49.39759036144578,2,1958069,0,0.0,0,1
BENF,2023-06-28,31.178707224334623,1,60267,0,0.0,0,1
TOP,2023-06-29,34.72222222222223,1,168894,1,928.5813249999952,1,0
ALLR,2023-07-05,36.55737704918034,1,54133,1,-737.0805661050032,0,1
BBIG,2023-07-07,58.823529411764696,1,73469,0,0.0,0,1
AURE,2023-07-07,68.5185185185185,2,153451,0,0.0,0,1
GRRR,2023-07-07,33.99433427762042,1,709535,1,2552.5183999999967,1,0
AURE,2023-07-10,54.71349353049906,3,151195,0,0.0,0,1
NKLA,2023-07-13,60.431654676258994,1,1892832,0,0.0,0,1
PSQH,2023-07-19,46.878306878306894,1,95023,0,0.0,0,1
CLBR,2023-07-19,46.878306878306894,1,95023,0,0.0,0,1
GFAI,2023-07-20,55.31400966183575,1,276742,1,259.10848000000016,1,0
PSQH,2023-07-20,56.414300736067304,2,110397,0,0.0,0,1
BBIG,2023-07-24,59.5679012345679,2,315156,1,-737.0304165427524,0,1
BETR,2023-07-25,110.04997223764575,1,56567,1,1540.2099999999962,1,0
URGN,2023-07-28,35.74236468097973,3,246509,0,0.0,0,1
MSGM,2023-08-01,81.10236220472441,1,79406,0,0.0,0,1
BNTC,2023-08-09,64.79591836734696,1,80449,1,731.7927399999998,1,0
IFRX,2023-08-10,41.13475177304966,1,66387,0,0.0,0,1
TSHA,2023-08-14,44.07894736842104,2,1507433,1,24.986939999997546,1,0
NWTG,2023-08-15,485.33333333333337,1,50286,1,-734.4803400000075,0,1
BDRX,2023-08-31,57.90513833992097,1,124186,0,0.0,0,1
TONX,2023-09-05,172.64957264957266,1,757021,1,1076.5408599999948,1,0
AXG,2023-09-07,33.98692810457518,1,72815,1,7930.752180000001,1,0
CGC,2023-09-11,64.07766990291262,5,1596579,0,0.0,0,1
NKLA,2023-09-14,31.084007751054376,1,2525236,0,0.0,0,1
RNAZ,2023-09-25,87.12121212121214,3,985643,1,8568.471879999997,1,0
BRNS,2023-09-25,73.79679144385025,1,134627,0,0.0,0,1
FEMY,2023-09-29,59.151193633952246,2,936944,1,1828.481799999999,1,0
MAXN,2023-10-10,34.55782312925171,1,106495,0,0.0,0,1
TPST,2023-10-11,335.2112676056338,1,2121327,1,24.984899999996255,1,0
PHIO,2023-10-11,60.377358490566024,1,169432,1,4334.391669999996,1,0
MNTS,2023-10-12,47.8494623655914,1,156181,0,0.0,0,1
TPST,2023-10-16,66.91358024691358,1,616348,1,3491.259135,1,0
OMER,2023-10-16,42.129629629629605,1,145036,0,0.0,0,1
MTC,2023-10-16,75.29215358931553,1,108445,1,1445.909116249995,1,0
MNTS,2023-10-16,31.335149863760225,3,328906,1,2271.4712550000004,1,0
NKTX,2023-10-17,113.51351351351352,1,805583,1,-1075.1637600000047,0,1
MTC,2023-10-19,32.91139240506329,4,61199,0,0.0,0,1
CVM,2023-10-23,34.52914798206279,1,272622,1,-9864.365550000006,0,1
SBGI,2023-11-02,31.06929784304726,1,136111,0,0.0,0,1
CDIO,2023-11-07,88.8888888888889,4,747956,1,6025.234874999998,1,0
TNON,2023-11-08,42.635658914728694,3,75117,0,0.0,0,1
SKIN,2023-11-15,30.34482758620689,1,888980,0,0.0,0,1
BNKK,2023-11-20,31.192660550458704,3,210187,0,0.0,0,1
CDIO,2023-11-20,51.369863013698634,1,609350,1,2028.2847899999988,1,0
ANGH,2023-11-21,46.97674418604652,3,247850,0,0.0,0,1
EZRA,2023-11-22,48.25882082519251,1,64781,0,0.0,0,1
CAPT,2023-11-27,37.17105263157894,4,90627,0,0.0,0,1
RDHL,2023-11-27,45.48566538296963,1,429869,0,0.0,0,1
RDHL,2023-11-28,90.5982905982906,2,896867,1,7658.658104999997,1,0
VVOS,2023-11-29,241.4512093411176,1,335763,1,1512.120795000003,1,0
SNGX,2023-11-30,83.13689936536719,1,394633,1,-2096.9820550000018,0,1
ANY,2023-12-05,50.21834061135371,3,61231,0,0.0,0,1
MLGO,2023-12-06,134.320987654321,1,662947,0,0.0,0,1
CHSN,2023-12-07,30.032467532467532,5,61308,0,0.0,0,1
SLDB,2023-12-07,44.36274509803921,1,93673,0,0.0,0,1
JTAI,2023-12-11,63.90374331550801,1,161315,1,1331.2925199999968,1,0
CCCC,2023-12-13,73.89937106918238,2,1222730,1,1497.499694999998,1,0
STTK,2023-12-14,50.0,3,248775,0,0.0,0,1
VRCA,2023-12-15,43.41176470588235,1,404094,0,0.0,0,1
IVVD,2023-12-18,60.53811659192825,1,769206,1,-1886.0265450000015,0,1
SGHT,2023-12-26,30.95823095823096,2,62668,0,0.0,0,1
MIGI,2023-12-27,42.95302013422819,3,74310,0,0.0,0,1
SNTG,2023-12-29,121.81818181818178,1,184129,1,24.98695999999532,1,0
ACET,2024-01-09,38.12375249500999,4,117630,0,0.0,0,1
ROMA,2024-01-10,59.75609756097562,1,57941,1,24.986309999994894,1,0
MYSE,2024-01-16,34.051724137931025,1,54798,0,0.0,0,1
RVSN,2024-01-23,113.14102564102564,2,410298,0,0.0,0,1
RVSN,2024-01-25,38.71559633027522,1,136966,1,1894.942034999996,1,0
PCSA,2024-01-25,37.80821917808219,1,351033,1,3218.748259999996,1,0
CRBP,2024-01-26,78.84386174016686,1,455141,1,4874.036999999996,1,0
KYNB,2024-01-29,89.92291364093397,1,445897,1,-1019.5461575000068,0,1
ONMD,2024-01-30,46.153846153846146,3,66517,0,0.0,0,1
MNTS,2024-01-31,33.55263157894734,1,139090,0,0.0,0,1
KYNB,2024-02-01,31.56424581005586,2,398022,0,0.0,0,1
MTVA,2024-02-01,30.74119076549209,2,129398,0,0.0,0,1
INBS,2024-02-02,42.512077294686,1,264238,1,3456.2278399999987,1,0
ATRA,2024-02-02,51.610865445356914,5,784812,0,0.0,0,1
GRRR,2024-02-05,72.30376515634971,2,377576,0,0.0,0,1
HOLO,2024-02-07,397.7303070761015,1,1301435,1,508.3441999999979,1,0
MGIH,2024-02-12,73.33333333333334,1,322154,1,-413.13544999999937,0,1
BMR,2024-02-12,64.39144736842104,2,1151695,1,-2164.232450000003,0,1
BGLC,2024-02-13,46.22641509433962,1,425103,1,6089.931809999996,1,0
JMIA,2024-02-15,30.403458213256496,1,217941,0,0.0,0,1
CPOP,2024-02-20,150.43327556325826,1,183031,0,0.0,0,1
EBS,2024-02-21,60.71428571428572,1,819204,1,614.5811099999958,1,0
MATV,2024-02-22,34.15999999999999,1,71213,0,0.0,0,1
MNPR,2024-02-22,46.40522875816995,2,271011,0,0.0,0,1
OPTU,2024-02-26,39.88764044943822,1,1073333,0,0.0,0,1
SOUN,2024-02-26,46.75159235668791,1,1627989,0,0.0,0,1
PDYN,2024-02-26,48.59154929577465,3,77377,0,0.0,0,1
PDYN,2024-02-27,54.95495495495495,4,60437,0,0.0,0,1
JANX,2024-02-27,40.28169014084506,1,426593,0,0.0,0,1
SIDU,2024-02-29,31.104651162790688,5,184560,0,0.0,0,1
MTC,2024-03-01,50.44247787610618,1,383108,0,0.0,0,1
CRDF,2024-03-01,46.50000000000001,1,192690,0,0.0,0,1
AISP,2024-03-05,49.69512195121952,2,806644,1,1353.3206999999952,1,0
FENG,2024-03-05,49.25373134328357,1,50790,0,0.0,0,1
JL,2024-03-05,36.98979591836735,1,73285,0,0.0,0,1
RVSN,2024-03-06,38.495575221238944,1,275712,1,2565.7150000000006,1,0
APM,2024-03-06,193.73040752351093,1,313420,0,0.0,0,1
IMRN,2024-03-07,34.32835820895521,1,178139,0,0.0,0,1
STI,2024-03-11,84.94623655913978,3,889418,1,1424.3863499999977,1,0
LSF,2024-03-13,48.854961832061065,3,76879,0,0.0,0,1
STI,2024-03-14,47.72727272727273,1,150475,1,-1772.3695925000043,0,1
PBM,2024-03-14,53.92156862745099,1,85634,1,-3118.581040000003,0,1
VERI,2024-03-15,41.123188405797116,3,59628,0,0.0,0,1
IDN,2024-03-22,48.32535885167466,1,102366,0,0.0,0,1
CGC,2024-03-22,61.425576519916156,1,361276,0,0.0,0,1
MNY,2024-03-25,54.00696864111498,1,61482,0,0.0,0,1
CXAI,2024-04-01,62.582345191040844,1,981841,1,67.2463399999965,1,0
NXL,2024-04-02,57.92349726775956,5,72526,0,0.0,0,1
CADL,2024-04-04,209.80392156862746,2,657950,0,0.0,0,1
MDIA,2024-04-05,59.58333333333334,1,553923,1,6935.147329999996,1,0
XXII,2024-04-05,113.2530120481928,1,140865,1,-737.0964959659542,0,1
WAVE,2024-04-10,30.76923076923077,1,51692,0,0.0,0,1
RENT,2024-04-11,82.34183191690272,2,188020,1,5113.243849999997,1,0
INDO,2024-04-12,64.45182724252494,1,276154,1,-27.149280000000658,0,1
LGVN,2024-04-15,30.08849557522124,1,328214,0,0.0,0,1
DVLT,2024-04-16,126.1194029850746,1,835586,1,1011.41356,1,0
SXTC,2024-04-16,43.58974358974359,1,180451,1,8983.664219999999,1,0
XPON,2024-04-18,36.72566371681416,1,57044,0,0.0,0,1
VERU,2024-04-18,30.27522935779814,1,205636,0,0.0,0,1
NIVF,2024-04-23,56.338028169014095,2,176543,1,2496.8704799999987,1,0
MULN,2024-04-29,43.10776942355889,1,254804,0,0.0,0,1
TLRY,2024-04-30,39.83050847457628,1,1684466,0,0.0,0,1
CGC,2024-04-30,77.99043062200958,1,407029,0,0.0,0,1
CTMX,2024-05-01,56.74846625766874,2,2286187,1,-737.118915770252,0,1
BENF,2024-05-03,230.6122448979592,1,92927,1,-736.8584330439771,0,1
OLOX,2024-05-03,39.646464646464665,1,321705,1,6971.672399999998,1,0
GSUN,2024-05-07,47.60479041916168,1,306661,1,-737.086171056076,0,1
NNE,2024-05-08,37.5,1,56676,1,2279.9763799999987,1,0
LIDR,2024-05-10,68.24324324324327,1,616561,1,4713.719559999999,1,0
AMC,2024-05-13,50.28735632183909,1,8996925,0,0.0,0,1
CCLD,2024-05-13,43.12499999999999,1,349334,0,0.0,0,1
NVAX,2024-05-13,34.221311475409834,1,1294262,1,1485.1859849999992,1,0
CTNT,2024-05-14,104.89296636085625,1,322399,0,0.0,0,1
CTNT,2024-05-15,40.1209677419355,2,50184,0,0.0,0,1
LIDR,2024-05-15,55.39906103286385,4,198915,1,4689.270179999996,1,0
FFAI,2024-05-16,101.92070918492982,5,5507319,1,670.8632999999995,1,0
XHG,2024-05-17,86.40350877192984,1,280331,1,24.98671999999977,1,0
CTNT,2024-05-20,32.28133453561768,5,79197,0,0.0,0,1
XHG,2024-05-21,46.69926650366749,1,86670,1,-678.5017600000026,0,1
ONMD,2024-05-24,34.730538922155695,2,418342,1,7844.415119999996,1,0
JCSE,2024-05-30,51.963103122043506,1,109577,1,4789.913624999999,1,0
ALBT,2024-06-03,317.2297297297298,1,304591,1,1318.2424489999978,1,0
HOLO,2024-06-04,35.37414965986394,1,186837,0,0.0,0,1
MLGO,2024-06-04,135.09803921568627,1,1220950,1,-173.14517000000717,0,1
DDC,2024-06-12,58.73015873015872,1,466842,1,3845.674099999997,1,0
PROK,2024-06-12,38.0281690140845,1,128038,0,0.0,0,1
LGVN,2024-06-12,96.19565217391303,1,291587,1,733.4721899999928,1,0
URGN,2024-06-13,35.05791505791505,1,245942,1,-736.8781978714513,0,1
LRHC,2024-06-14,110.24258760107814,1,99150,0,0.0,0,1
CMTL,2024-06-18,33.06055646481178,2,335414,1,5676.714342499998,1,0
GOVX,2024-06-18,37.5,1,156684,0,0.0,0,1
NXL,2024-06-21,48.38709677419357,1,296232,1,-2749.8261000000057,0,1
GOVX,2024-06-21,34.79532163742691,1,71707,0,0.0,0,1
MLGO,2024-06-24,177.83985102420857,1,563055,1,932.0327499999976,1,0
RGS,2024-06-25,45.692090395480214,2,357258,1,4411.120449999995,1,0
GOVX,2024-06-27,49.588477366255134,1,335535,1,2522.2559399999973,1,0
NNE,2024-06-28,50.41480536056157,1,55457,0,0.0,0,1
ANVS,2024-07-02,66.54611211573238,1,318290,0,0.0,0,1
KOSS,2024-07-03,104.19708029197076,1,500812,1,738.3536849999983,1,0
BENF,2024-07-05,56.49350649350651,1,177093,1,4638.828424999999,1,0
ANVS,2024-07-05,37.142857142857125,1,131481,0,0.0,0,1
ANVS,2024-07-08,32.844827586206904,2,125868,0,0.0,0,1
FRMM,2024-07-09,54.83870967741935,1,95433,1,-737.0006218028291,0,1
QURE,2024-07-10,51.83795948987247,2,733914,1,882.7567799999972,1,0
LCFY,2024-07-11,59.5959595959596,1,160415,1,-737.0507713650802,0,1
AEON,2024-07-15,30.113636363636374,2,211950,1,3384.0661399999967,1,0
AMIX,2024-07-15,38.422391857506355,3,772251,1,-142.62884999999974,0,1
CRBU,2024-07-16,31.25,2,140568,0,0.0,0,1
PACB,2024-07-16,31.41993957703926,1,511026,0,0.0,0,1
NAAS,2024-07-16,60.55363321799305,1,119291,1,1735.3279199999974,1,0
SILO,2024-07-18,41.85567010309279,4,404991,1,4707.684360000001,1,0
SERV,2024-07-19,76.11241217798596,2,866516,1,-1184.0009150000058,0,1
PSNL,2024-07-19,51.181102362204726,4,109550,0,0.0,0,1
DCOY,2024-07-23,56.74846625766874,1,282925,1,8821.024079999997,1,0
DCOY,2024-07-25,35.34136546184739,1,219520,1,-737.0908910148794,0,1
SERV,2024-07-29,38.32976445396146,3,731138,0,0.0,0,1
INDO,2024-08-05,43.70078740157479,1,195689,0,0.0,0,1
ATNM,2024-08-05,43.60465116279071,1,200815,0,0.0,0,1
SAVA,2024-08-05,35.955056179775305,2,220046,0,0.0,0,1
ARHS,2024-08-08,34.743875278396416,1,538562,0,0.0,0,1
PGEN,2024-08-08,32.55175327418674,1,137749,0,0.0,0,1
EBS,2024-08-08,47.197898423817854,1,126768,0,0.0,0,1
APPS,2024-08-08,36.01895734597158,1,590960,0,0.0,0,1
INDO,2024-08-12,33.90804597701149,1,227730,0,0.0,0,1
MIGI,2024-08-12,52.84552845528454,1,51337,0,0.0,0,1
OGEN,2024-08-12,32.23684210526314,3,60619,0,0.0,0,1
PSIG,2024-08-12,60.13986013986015,2,239234,0,0.0,0,1
PDC,2024-08-13,267.22689075630257,1,248193,1,4252.3487000000005,1,0
GNLN,2024-08-14,65.22593320235757,3,134472,1,4208.964930000001,1,0
CING,2024-08-16,67.32954545454545,2,645031,1,1535.3848199999957,1,0
GOVX,2024-08-16,92.09809264305177,1,641408,1,1591.5378324999986,1,0
SIDU,2024-08-19,49.04942965779468,1,92320,0,0.0,0,1
BNBX,2024-08-21,78.44827586206897,4,172389,0,0.0,0,1
GDC,2024-08-21,81.4977973568282,2,383260,1,5366.112099999997,1,0
VRAX,2024-08-21,78.44827586206897,1,255597,1,-689.8551000000033,0,1
FFAI,2024-08-22,138.1954887218045,2,918632,1,3003.3930499999988,1,0
ATON,2024-08-23,34.553775743707085,3,131417,1,3669.043909999997,1,0
XRTX,2024-08-29,84.72222222222223,1,599821,0,0.0,0,1
SHPH,2024-09-04,46.38157894736843,1,110008,1,446.49604999999883,1,0
WHLR,2024-09-05,242.14876033057848,1,223173,1,7478.617319999999,1,0
FBLG,2024-09-10,42.752293577981646,4,53030,0,0.0,0,1
